txn_id,account_id,txn_date,txn_type,amount,channel
TXN00002384,ACC00007921,2023-10-25 00:06:58,DEPOSIT,50027.02,MOBILE
TXN00002385,ACC00008099,2023-06-29 19:31:59,DEPOSIT,83335.20,ATM
TXN00002386,ACC00001590,2023-09-09 02:41:08,PAYMENT,68096.14,POS
TXN00002387,ACC00002804,2023-03-14 01:58:51,PAYMENT,85178.47,ATM
TXN00002388,ACC00007498,2023-05-05 15:07:01,WITHDRAWAL,10673.64,POS
TXN00002389,ACC00007448,2023-10-27 07:30:16,PAYMENT,76006.83,BRANCH
TXN00002390,ACC00001810,2023-04-18 21:54:39,WITHDRAWAL,6412.44,ATM
TXN00002391,ACC00007661,2023-08-02 04:59:46,PAYMENT,75957.73,ATM
TXN00002392,ACC00007388,2023-07-10 05:45:25,DEPOSIT,6294.86,ATM
TXN00002393,ACC00006252,2023-03-11 19:10:20,TRANSFER,89615.26,ONLINE
TXN00002394,ACC00005551,2023-10-20 21:53:07,DEPOSIT,60506.88,ONLINE
TXN00002395,ACC00005469,2023-12-11 11:08:16,DEPOSIT,19422.37,ATM
TXN00002396,ACC00008860,2023-06-29 00:56:10,PAYMENT,56313.59,MOBILE
TXN00002397,ACC00000413,2023-09-27 07:15:04,WITHDRAWAL,82873.88,BRANCH
TXN00002398,ACC00001827,2023-08-30 06:37:22,PAYMENT,48697.75,ATM
TXN00002399,ACC00002667,2023-01-16 04:41:13,DEPOSIT,9732.31,POS
TXN00002400,ACC00003968,2023-03-08 13:32:38,TRANSFER,18014.20,POS
TXN00002401,ACC00001157,2023-06-06 11:06:25,PAYMENT,39948.56,MOBILE
TXN00002402,ACC00009137,2023-03-01 06:11:45,PAYMENT,78790.35,ONLINE
TXN00002403,ACC00006792,2023-04-12 20:22:54,TRANSFER,70923.12,ATM
TXN00002404,ACC00009242,2023-03-28 03:44:39,TRANSFER,64359.92,MOBILE
TXN00002405,ACC00007745,2023-08-18 17:48:38,PAYMENT,50427.37,MOBILE
TXN00002406,ACC00006488,2023-01-02 09:43:54,PAYMENT,29857.21,ATM
TXN00002407,ACC00004110,2023-04-11 02:18:29,TRANSFER,97455.46,POS
TXN00002408,ACC00001879,2023-09-21 21:25:45,DEPOSIT,39647.32,ONLINE
TXN00002409,ACC00005719,2023-05-12 18:53:59,WITHDRAWAL,32164.64,BRANCH
TXN00002410,ACC00009618,2023-09-27 00:44:50,PAYMENT,17843.90,POS
TXN00002411,ACC00002873,2023-04-11 13:46:20,WITHDRAWAL,84808.94,ATM
TXN00002412,ACC00004704,2023-09-05 16:51:11,WITHDRAWAL,63374.46,BRANCH
TXN00002413,ACC00005366,2023-12-29 07:33:43,TRANSFER,12020.44,POS
TXN00002414,ACC00008534,2023-08-10 23:40:16,TRANSFER,15251.52,POS
TXN00002415,ACC00005037,2023-01-18 05:00:52,DEPOSIT,3253.79,MOBILE
TXN00002416,ACC00007769,2023-12-13 05:21:04,PAYMENT,77090.79,ATM
TXN00002417,ACC00006304,2023-07-10 04:01:04,TRANSFER,18225.90,MOBILE
TXN00002418,ACC00005093,2023-04-17 19:54:11,PAYMENT,83340.13,POS
TXN00002419,ACC00000652,2023-10-02 18:17:50,TRANSFER,3219.62,ONLINE
TXN00002420,ACC00008565,2023-07-30 16:42:04,WITHDRAWAL,34655.28,BRANCH
TXN00002421,ACC00009937,2023-10-11 08:51:42,PAYMENT,12604.91,POS
TXN00002422,ACC00000692,2023-04-06 06:23:15,WITHDRAWAL,4694.19,MOBILE
TXN00002423,ACC00009252,2023-10-28 15:27:59,TRANSFER,641.52,ATM
TXN00002424,ACC00008013,2023-06-04 18:38:18,DEPOSIT,75036.71,ONLINE
TXN00002425,ACC00007138,2023-12-21 11:47:11,WITHDRAWAL,49913.58,BRANCH
TXN00002426,ACC00002939,2023-04-10 12:48:55,PAYMENT,41634.50,BRANCH
TXN00002427,ACC00001108,2023-12-12 02:19:16,DEPOSIT,98963.57,MOBILE
TXN00002428,ACC00000450,2023-07-10 22:44:51,PAYMENT,31797.40,ATM
TXN00002429,ACC00006015,2023-04-20 05:15:50,DEPOSIT,69003.04,MOBILE
TXN00002430,ACC00009162,2023-07-09 04:36:36,DEPOSIT,38104.20,MOBILE
TXN00002431,ACC00009305,2023-09-11 13:46:56,PAYMENT,34322.45,ONLINE
TXN00002432,ACC00001381,2023-12-10 17:16:28,DEPOSIT,75348.40,ATM
TXN00002433,ACC00008188,2023-12-15 20:19:32,PAYMENT,54459.53,MOBILE
TXN00002434,ACC00006997,2023-03-08 09:08:10,WITHDRAWAL,19845.61,BRANCH
TXN00002435,ACC00000338,2023-05-26 22:21:42,WITHDRAWAL,24832.02,BRANCH
TXN00002436,ACC00004759,2023-02-07 18:28:48,DEPOSIT,15089.21,BRANCH
TXN00002437,ACC00008922,2023-01-17 16:59:09,PAYMENT,30330.57,MOBILE
TXN00002438,ACC00000313,2023-01-19 03:56:36,WITHDRAWAL,66098.65,BRANCH
TXN00002439,ACC00001607,2023-01-08 23:13:23,PAYMENT,37893.05,ONLINE
TXN00002440,ACC00009478,2023-06-13 20:58:31,WITHDRAWAL,56519.23,ONLINE
TXN00002441,ACC00005273,2023-08-30 04:52:37,DEPOSIT,55830.20,MOBILE
TXN00002442,ACC00001954,2023-05-15 10:52:42,TRANSFER,41482.40,BRANCH
TXN00002443,ACC00003903,2023-11-19 19:52:36,DEPOSIT,55513.93,ATM
TXN00002444,ACC00004436,2023-01-12 09:17:58,WITHDRAWAL,17322.14,BRANCH
TXN00002445,ACC00003553,2023-04-29 03:46:53,DEPOSIT,95082.26,MOBILE
TXN00002446,ACC00004753,2023-09-02 19:19:11,WITHDRAWAL,90000.34,ATM
TXN00002447,ACC00008431,2023-04-21 17:19:19,WITHDRAWAL,23107.03,MOBILE
TXN00002448,ACC00007553,2023-08-30 06:36:19,TRANSFER,29321.56,ATM
TXN00002449,ACC00005913,2023-12-28 21:24:16,TRANSFER,53258.85,MOBILE
TXN00002450,ACC00008121,2023-04-24 11:45:00,WITHDRAWAL,5507.10,ATM
TXN00002451,ACC00001290,2023-11-20 20:25:25,TRANSFER,67205.41,ATM
TXN00002452,ACC00004432,2023-04-25 02:55:51,DEPOSIT,99900.58,ONLINE
TXN00002453,ACC00001139,2023-03-12 21:38:52,TRANSFER,66550.21,BRANCH
TXN00002454,ACC00006703,2023-04-27 12:30:57,DEPOSIT,94671.63,POS
TXN00002455,ACC00001481,2023-03-18 01:42:48,TRANSFER,50260.77,ATM
TXN00002456,ACC00006352,2023-02-25 13:29:59,PAYMENT,84097.67,POS
TXN00002457,ACC00000636,2023-11-03 05:50:49,WITHDRAWAL,77782.93,BRANCH
TXN00002458,ACC00000505,2023-05-21 04:49:31,PAYMENT,77753.50,ONLINE
TXN00002459,ACC00007540,2023-12-11 07:40:25,PAYMENT,83784.25,POS
TXN00002460,ACC00004661,2023-08-10 14:45:59,WITHDRAWAL,46521.59,ONLINE
TXN00002461,ACC00006353,2023-05-18 21:50:31,PAYMENT,77667.61,POS
TXN00002462,ACC00009733,2023-10-28 14:50:27,PAYMENT,90395.86,ATM
TXN00002463,ACC00001664,2023-02-02 21:01:09,TRANSFER,58092.82,POS
TXN00002464,ACC00007421,2023-06-11 19:45:15,TRANSFER,86976.84,ATM
TXN00002465,ACC00003603,2023-12-20 08:20:32,PAYMENT,81753.96,BRANCH
TXN00002466,ACC00007076,2023-02-19 20:08:59,WITHDRAWAL,64146.42,MOBILE
TXN00002467,ACC00008052,2023-07-17 22:46:12,TRANSFER,95899.09,ATM
TXN00002468,ACC00000508,2023-12-24 06:48:47,WITHDRAWAL,72666.54,ONLINE
TXN00002469,ACC00008926,2023-01-28 14:12:07,DEPOSIT,6386.16,ONLINE
TXN00002470,ACC00005534,2023-08-14 07:09:37,DEPOSIT,23012.35,ONLINE
TXN00002471,ACC00003241,2023-08-15 00:13:17,WITHDRAWAL,35002.97,ONLINE
TXN00002472,ACC00000858,2023-04-19 10:19:07,PAYMENT,59906.94,ATM
TXN00002473,ACC00008184,2023-06-11 13:08:57,WITHDRAWAL,58285.10,BRANCH
TXN00002474,ACC00004215,2023-09-21 19:46:10,DEPOSIT,15069.62,BRANCH
TXN00002475,ACC00009313,2023-04-15 18:19:58,PAYMENT,91197.13,POS
TXN00002476,ACC00001024,2023-04-25 05:37:56,TRANSFER,14147.01,BRANCH
TXN00002477,ACC00004457,2023-07-26 06:58:48,WITHDRAWAL,61615.75,POS
TXN00002478,ACC00006220,2023-04-10 17:27:05,PAYMENT,93572.99,MOBILE
TXN00002479,ACC00000606,2023-09-13 23:10:39,PAYMENT,1188.64,MOBILE
TXN00002480,ACC00009392,2023-02-21 05:45:56,DEPOSIT,32105.03,BRANCH
TXN00002481,ACC00008561,2023-04-02 14:31:07,TRANSFER,59529.75,ONLINE
TXN00002482,ACC00008842,2023-01-24 15:14:30,WITHDRAWAL,53191.39,BRANCH
TXN00002483,ACC00004092,2023-09-13 13:42:16,DEPOSIT,64935.77,MOBILE
TXN00002484,ACC00005820,2023-02-15 00:41:51,DEPOSIT,81146.63,ATM
TXN00002485,ACC00005459,2023-04-29 22:33:15,TRANSFER,49341.72,BRANCH
TXN00002486,ACC00005145,2023-08-19 21:24:51,TRANSFER,82204.68,ATM
TXN00002487,ACC00003261,2023-10-09 18:58:57,DEPOSIT,39363.08,ATM
TXN00002488,ACC00003591,2023-08-30 15:57:14,PAYMENT,81924.59,MOBILE
TXN00002489,ACC00007894,2023-04-21 09:41:57,PAYMENT,12217.83,MOBILE
TXN00002490,ACC00001764,2023-12-06 16:41:23,TRANSFER,69469.35,MOBILE
TXN00002491,ACC00002530,2023-04-13 05:42:39,PAYMENT,44595.22,MOBILE
TXN00002492,ACC00006057,2023-09-13 20:51:31,PAYMENT,87803.06,POS
TXN00002493,ACC00001270,2023-04-18 18:19:54,WITHDRAWAL,65689.95,ATM
TXN00002494,ACC00001240,2023-06-02 11:25:56,PAYMENT,70622.65,BRANCH
TXN00002495,ACC00002777,2023-04-28 10:39:29,PAYMENT,31170.05,MOBILE
TXN00002496,ACC00002901,2023-02-05 14:45:06,PAYMENT,10468.51,MOBILE
TXN00002497,ACC00003735,2023-03-08 03:38:37,PAYMENT,98770.82,ONLINE
TXN00002498,ACC00009472,2023-05-26 11:56:25,PAYMENT,40428.62,MOBILE
TXN00002499,ACC00001137,2023-07-08 11:06:53,PAYMENT,25146.34,ONLINE
TXN00002500,ACC00003696,2023-03-27 19:34:57,PAYMENT,74035.31,ONLINE
TXN00002501,ACC00005027,2023-12-13 16:00:45,WITHDRAWAL,47424.00,BRANCH
TXN00002502,ACC00006080,2023-05-27 06:11:10,WITHDRAWAL,98702.81,POS
TXN00002503,ACC00002494,2023-12-23 05:56:29,TRANSFER,37167.94,POS
TXN00002504,ACC00003715,2023-06-02 09:14:49,DEPOSIT,95034.89,ATM
TXN00002505,ACC00005100,2023-06-20 16:44:17,TRANSFER,78395.03,BRANCH
TXN00002506,ACC00004975,2023-07-13 05:34:06,WITHDRAWAL,31986.98,ONLINE
TXN00002507,ACC00004005,2023-08-16 08:50:55,WITHDRAWAL,15489.34,POS
TXN00002508,ACC00006428,2023-09-05 00:16:15,WITHDRAWAL,99960.52,BRANCH
TXN00002509,ACC00000795,2023-12-14 11:21:51,WITHDRAWAL,83605.64,ATM
TXN00002510,ACC00006982,2023-11-24 11:47:38,TRANSFER,71150.49,POS
TXN00002511,ACC00008321,2023-05-26 20:21:35,WITHDRAWAL,30436.98,BRANCH
TXN00002512,ACC00007627,2023-06-21 03:00:07,TRANSFER,75972.99,ONLINE
TXN00002513,ACC00001117,2023-04-26 23:33:14,PAYMENT,39125.66,ONLINE
TXN00002514,ACC00006145,2023-01-24 05:44:23,TRANSFER,45228.25,POS
TXN00002515,ACC00001085,2023-04-14 23:24:37,DEPOSIT,38724.45,POS
TXN00002516,ACC00005117,2023-12-10 08:54:47,WITHDRAWAL,36919.14,MOBILE
TXN00002517,ACC00003356,2023-09-24 06:53:16,PAYMENT,99541.19,BRANCH
TXN00002518,ACC00000780,2023-06-22 13:18:35,TRANSFER,44477.22,ATM
TXN00002519,ACC00000102,2023-03-15 17:40:45,WITHDRAWAL,10512.14,MOBILE
TXN00002520,ACC00005746,2023-03-31 00:05:57,TRANSFER,73330.43,ONLINE
TXN00002521,ACC00005060,2023-12-29 23:27:25,TRANSFER,73687.13,ONLINE
TXN00002522,ACC00005355,2023-11-27 01:34:18,DEPOSIT,38758.92,ATM
TXN00002523,ACC00008075,2023-05-19 00:47:47,PAYMENT,7947.01,ATM
TXN00002524,ACC00004841,2023-08-26 01:19:06,WITHDRAWAL,41264.67,MOBILE
TXN00002525,ACC00000825,2023-03-09 10:22:14,WITHDRAWAL,57651.84,ATM
TXN00002526,ACC00010000,2023-10-29 22:24:57,DEPOSIT,6267.28,ATM
TXN00002527,ACC00001789,2023-06-09 21:50:10,DEPOSIT,77721.41,ATM
TXN00002528,ACC00004612,2023-02-17 17:39:20,PAYMENT,91844.74,POS
TXN00002529,ACC00000564,2023-11-11 05:02:24,DEPOSIT,34103.72,ATM
TXN00002530,ACC00002903,2023-12-18 17:25:59,TRANSFER,24540.25,MOBILE
TXN00002531,ACC00009752,2023-03-08 21:25:38,PAYMENT,39843.23,MOBILE
TXN00002532,ACC00002205,2023-09-09 06:35:27,PAYMENT,70992.85,POS
TXN00002533,ACC00009738,2023-05-22 11:35:23,PAYMENT,75155.58,BRANCH
TXN00002534,ACC00002716,2023-01-05 07:43:50,DEPOSIT,17908.61,ONLINE
TXN00002535,ACC00001677,2023-09-12 01:47:03,DEPOSIT,44632.93,POS
TXN00002536,ACC00001981,2023-07-19 11:50:00,PAYMENT,22063.82,BRANCH
TXN00002537,ACC00002005,2023-06-11 06:22:31,DEPOSIT,42287.96,ATM
TXN00002538,ACC00009824,2023-02-05 01:52:43,WITHDRAWAL,4526.97,ONLINE
TXN00002539,ACC00007263,2023-10-13 15:25:04,PAYMENT,36743.30,BRANCH
TXN00002540,ACC00000733,2023-11-01 02:56:09,TRANSFER,43065.94,ATM
TXN00002541,ACC00001482,2023-01-23 12:34:36,DEPOSIT,44078.36,ONLINE
TXN00002542,ACC00001452,2023-07-04 01:28:31,WITHDRAWAL,23676.90,ATM
TXN00002543,ACC00008593,2023-05-01 16:39:08,TRANSFER,37624.78,ONLINE
TXN00002544,ACC00009278,2023-07-15 06:46:39,TRANSFER,79822.99,MOBILE
TXN00002545,ACC00004536,2023-05-22 14:19:56,WITHDRAWAL,47231.09,ONLINE
TXN00002546,ACC00007870,2023-01-18 05:02:18,WITHDRAWAL,75491.91,ONLINE
TXN00002547,ACC00005445,2023-05-25 20:09:12,PAYMENT,85356.94,POS
TXN00002548,ACC00003311,2023-04-08 12:21:45,PAYMENT,78921.92,BRANCH
TXN00002549,ACC00004471,2023-06-05 13:13:36,WITHDRAWAL,11959.42,MOBILE
TXN00002550,ACC00004737,2023-04-04 22:20:32,TRANSFER,27512.08,MOBILE
TXN00002551,ACC00001761,2023-06-06 03:58:53,WITHDRAWAL,35192.38,POS
TXN00002552,ACC00008609,2023-08-27 19:19:43,TRANSFER,72429.61,BRANCH
TXN00002553,ACC00000704,2023-01-02 00:31:29,DEPOSIT,12671.55,MOBILE
TXN00002554,ACC00005974,2023-12-03 23:47:37,DEPOSIT,86040.28,ATM
TXN00002555,ACC00006899,2023-09-16 01:21:36,PAYMENT,99050.49,ONLINE
TXN00002556,ACC00003048,2023-09-06 15:35:23,TRANSFER,63798.33,MOBILE
TXN00002557,ACC00006049,2023-08-08 05:04:47,WITHDRAWAL,33378.86,ONLINE
TXN00002558,ACC00008710,2023-04-29 12:15:34,DEPOSIT,64776.58,MOBILE
TXN00002559,ACC00002020,2023-12-05 20:18:19,TRANSFER,73120.15,ONLINE
TXN00002560,ACC00009113,2023-02-25 20:35:52,DEPOSIT,81761.53,MOBILE
TXN00002561,ACC00007566,2023-05-25 11:39:35,TRANSFER,62566.41,ATM
TXN00002562,ACC00000468,2023-10-16 04:44:00,DEPOSIT,12514.88,BRANCH
TXN00002563,ACC00002502,2023-08-29 13:33:32,WITHDRAWAL,4950.57,ATM
TXN00002564,ACC00000346,2023-06-28 00:01:43,TRANSFER,9655.32,MOBILE
TXN00002565,ACC00007793,2023-09-28 01:30:49,DEPOSIT,84536.18,ONLINE
TXN00002566,ACC00002357,2023-11-21 22:15:10,WITHDRAWAL,74025.84,ATM
TXN00002567,ACC00003556,2023-11-25 01:25:09,PAYMENT,21284.16,MOBILE
TXN00002568,ACC00006998,2023-01-16 06:59:45,DEPOSIT,16975.46,ONLINE
TXN00002569,ACC00001011,2023-06-08 08:42:15,DEPOSIT,62166.46,MOBILE
TXN00002570,ACC00002096,2023-02-04 13:34:31,PAYMENT,39046.44,ATM
TXN00002571,ACC00006439,2023-04-30 22:39:03,TRANSFER,99907.05,BRANCH
TXN00002572,ACC00008199,2023-07-10 06:21:15,WITHDRAWAL,32130.24,MOBILE
TXN00002573,ACC00001415,2023-09-04 05:14:58,WITHDRAWAL,20477.37,MOBILE
TXN00002574,ACC00000259,2023-12-12 17:39:58,TRANSFER,7454.43,POS
TXN00002575,ACC00002347,2023-09-26 00:24:52,WITHDRAWAL,13785.39,ONLINE
TXN00002576,ACC00001953,2023-08-26 17:07:47,WITHDRAWAL,75233.35,ONLINE
TXN00002577,ACC00009462,2023-05-03 05:07:35,TRANSFER,72284.40,MOBILE
TXN00002578,ACC00000927,2023-10-08 03:31:34,PAYMENT,43056.07,BRANCH
TXN00002579,ACC00008322,2023-04-08 19:39:01,TRANSFER,45773.96,ATM
TXN00002580,ACC00000098,2023-03-08 21:18:18,DEPOSIT,26534.06,ATM
TXN00002581,ACC00003897,2023-07-01 09:53:21,TRANSFER,78095.07,BRANCH
TXN00002582,ACC00009129,2023-01-10 02:11:02,PAYMENT,26877.11,POS
TXN00002583,ACC00009058,2023-05-08 08:45:14,WITHDRAWAL,36252.26,ONLINE
TXN00002584,ACC00008369,2023-03-02 07:07:14,PAYMENT,50154.07,BRANCH
TXN00002585,ACC00000105,2023-08-13 07:16:20,PAYMENT,83262.03,ONLINE
TXN00002586,ACC00002973,2023-09-19 03:58:12,DEPOSIT,82532.00,POS
TXN00002587,ACC00003731,2023-05-06 03:22:42,PAYMENT,78336.71,ATM
TXN00002588,ACC00000785,2023-06-23 13:30:27,TRANSFER,69078.64,POS
TXN00002589,ACC00002853,2023-04-16 08:35:51,PAYMENT,23694.94,MOBILE
TXN00002590,ACC00004273,2023-06-11 07:39:28,TRANSFER,15988.81,MOBILE
TXN00002591,ACC00009549,2023-11-14 10:28:44,DEPOSIT,66524.98,ONLINE
TXN00002592,ACC00004848,2023-03-24 13:23:11,PAYMENT,74105.86,ONLINE
TXN00002593,ACC00006201,2023-04-22 03:40:25,DEPOSIT,68748.57,ONLINE
TXN00002594,ACC00009385,2023-09-25 06:22:25,WITHDRAWAL,28896.76,BRANCH
TXN00002595,ACC00000529,2023-03-31 08:49:08,DEPOSIT,85404.25,ATM
TXN00002596,ACC00000899,2023-09-20 21:23:45,PAYMENT,64951.92,MOBILE
TXN00002597,ACC00002003,2023-11-12 19:16:19,PAYMENT,4096.70,POS
TXN00002598,ACC00007720,2023-07-09 03:25:31,WITHDRAWAL,7577.97,ONLINE
TXN00002599,ACC00009593,2023-10-15 05:29:14,PAYMENT,94708.31,MOBILE
TXN00002600,ACC00003129,2023-09-09 05:49:53,PAYMENT,29041.40,MOBILE
TXN00002601,ACC00008844,2023-03-28 02:01:47,DEPOSIT,56221.75,MOBILE
TXN00002602,ACC00008237,2023-05-05 03:56:48,WITHDRAWAL,75779.67,ONLINE
TXN00002603,ACC00005754,2023-03-01 18:50:34,PAYMENT,54420.40,ATM
TXN00002604,ACC00000377,2023-11-25 07:44:01,WITHDRAWAL,80657.16,ATM
TXN00002605,ACC00002984,2023-06-03 05:14:26,PAYMENT,5141.96,MOBILE
TXN00002606,ACC00002188,2023-03-21 21:12:02,PAYMENT,16423.47,BRANCH
TXN00002607,ACC00005524,2023-09-22 02:02:19,DEPOSIT,37277.43,MOBILE
TXN00002608,ACC00007698,2023-05-02 12:08:21,TRANSFER,52456.96,ATM
TXN00002609,ACC00003409,2023-04-28 20:36:11,TRANSFER,17270.75,ONLINE
TXN00002610,ACC00003514,2023-12-21 02:31:09,PAYMENT,62403.56,ONLINE
TXN00002611,ACC00001794,2023-08-11 04:47:34,DEPOSIT,47322.86,ONLINE
TXN00002612,ACC00007146,2023-02-28 03:25:31,DEPOSIT,67852.63,MOBILE
TXN00002613,ACC00002850,2023-12-03 13:08:07,WITHDRAWAL,1602.78,MOBILE
TXN00002614,ACC00003841,2023-09-16 05:00:55,WITHDRAWAL,97151.32,ATM
TXN00002615,ACC00000722,2023-11-18 17:15:23,TRANSFER,50555.67,POS
TXN00002616,ACC00003237,2023-11-21 21:44:04,WITHDRAWAL,39593.16,ONLINE
TXN00002617,ACC00009579,2023-05-07 12:09:10,TRANSFER,44112.41,BRANCH
TXN00002618,ACC00005523,2023-05-17 15:53:30,TRANSFER,39085.19,ATM
TXN00002619,ACC00007196,2023-02-16 02:24:22,PAYMENT,52727.96,ATM
TXN00002620,ACC00002828,2023-03-14 22:16:20,DEPOSIT,13262.77,ATM
TXN00002621,ACC00004474,2023-03-28 05:34:49,DEPOSIT,52763.49,POS
TXN00002622,ACC00004336,2023-07-01 16:00:49,TRANSFER,72834.55,MOBILE
TXN00002623,ACC00008110,2023-11-29 03:33:36,WITHDRAWAL,4513.72,BRANCH
TXN00002624,ACC00009111,2023-04-26 08:47:54,PAYMENT,8217.23,ATM
TXN00002625,ACC00009586,2023-11-10 04:46:46,PAYMENT,26050.19,BRANCH
TXN00002626,ACC00009823,2023-06-12 16:08:15,TRANSFER,52778.40,POS
TXN00002627,ACC00006635,2023-08-20 15:34:25,DEPOSIT,19376.47,POS
TXN00002628,ACC00006480,2023-01-18 23:34:17,DEPOSIT,81103.58,BRANCH
TXN00002629,ACC00005021,2023-08-21 10:13:19,DEPOSIT,98788.37,ONLINE
TXN00002630,ACC00005106,2023-11-26 10:05:19,WITHDRAWAL,52917.96,BRANCH
TXN00002631,ACC00003831,2023-12-28 20:49:43,DEPOSIT,1978.34,MOBILE
TXN00002632,ACC00001462,2023-01-30 04:17:29,DEPOSIT,80364.54,MOBILE
TXN00002633,ACC00003256,2023-05-27 12:28:46,WITHDRAWAL,23519.94,POS
TXN00002634,ACC00007613,2023-08-30 03:14:19,DEPOSIT,28145.50,POS
TXN00002635,ACC00004747,2023-12-31 14:00:55,WITHDRAWAL,25580.22,MOBILE
TXN00002636,ACC00007417,2023-08-21 08:42:21,DEPOSIT,27859.16,MOBILE
TXN00002637,ACC00009864,2023-04-06 23:07:15,PAYMENT,52799.28,MOBILE
TXN00002638,ACC00000891,2023-05-20 23:44:17,PAYMENT,89229.95,POS
TXN00002639,ACC00001503,2023-02-08 11:15:11,DEPOSIT,73711.53,MOBILE
TXN00002640,ACC00005550,2023-03-16 11:40:56,DEPOSIT,94861.36,POS
TXN00002641,ACC00003796,2023-03-31 16:52:32,DEPOSIT,35114.17,ONLINE
TXN00002642,ACC00008236,2023-08-06 23:33:45,WITHDRAWAL,33341.41,BRANCH
TXN00002643,ACC00006093,2023-11-11 22:12:01,TRANSFER,78756.89,POS
TXN00002644,ACC00008127,2023-02-11 21:09:08,DEPOSIT,78680.41,MOBILE
TXN00002645,ACC00005267,2023-08-07 09:01:26,DEPOSIT,50368.26,ONLINE
TXN00002646,ACC00007754,2023-06-05 14:41:54,PAYMENT,92576.37,POS
TXN00002647,ACC00001827,2023-06-18 21:30:48,TRANSFER,82617.58,ONLINE
TXN00002648,ACC00002455,2023-04-15 19:11:48,PAYMENT,74040.41,ONLINE
TXN00002649,ACC00003806,2023-04-21 12:09:58,PAYMENT,95653.52,ATM
TXN00002650,ACC00003555,2023-05-14 05:49:44,DEPOSIT,39999.44,ONLINE
TXN00002651,ACC00009404,2023-11-22 18:08:27,WITHDRAWAL,25680.26,BRANCH
TXN00002652,ACC00004211,2023-04-18 17:59:58,PAYMENT,31110.58,ATM
TXN00002653,ACC00009165,2023-08-11 15:24:45,PAYMENT,16491.60,POS
TXN00002654,ACC00004921,2023-07-13 16:30:49,WITHDRAWAL,52207.47,ATM
TXN00002655,ACC00008240,2023-01-14 03:42:33,DEPOSIT,98028.55,ONLINE
TXN00002656,ACC00009629,2023-11-07 16:16:26,TRANSFER,98446.91,ATM
TXN00002657,ACC00000298,2023-08-05 06:51:57,PAYMENT,15144.76,ONLINE
TXN00002658,ACC00006900,2023-04-06 09:52:17,DEPOSIT,22116.35,ONLINE
TXN00002659,ACC00006768,2023-12-23 08:28:10,DEPOSIT,55018.05,ATM
TXN00002660,ACC00003190,2023-12-18 14:39:25,TRANSFER,99977.52,BRANCH
TXN00002661,ACC00008529,2023-09-11 04:37:16,TRANSFER,88197.38,MOBILE
TXN00002662,ACC00002189,2023-09-13 09:38:38,DEPOSIT,22648.26,MOBILE
TXN00002663,ACC00004131,2023-05-21 07:25:57,DEPOSIT,47350.65,ONLINE
TXN00002664,ACC00001229,2023-08-09 07:13:35,DEPOSIT,41149.27,BRANCH
TXN00002665,ACC00007182,2023-11-17 23:40:59,WITHDRAWAL,10524.70,POS
TXN00002666,ACC00003917,2023-12-16 10:23:18,WITHDRAWAL,96051.10,BRANCH
TXN00002667,ACC00008170,2023-06-10 23:06:47,WITHDRAWAL,89990.98,BRANCH
TXN00002668,ACC00001028,2023-10-14 02:58:42,WITHDRAWAL,99785.16,ONLINE
TXN00002669,ACC00005427,2023-06-27 08:55:54,WITHDRAWAL,34653.41,MOBILE
TXN00002670,ACC00008978,2023-02-06 06:30:12,WITHDRAWAL,79488.19,ATM
TXN00002671,ACC00005543,2023-06-04 05:16:02,PAYMENT,44868.58,ATM
TXN00002672,ACC00002911,2023-06-08 04:08:26,PAYMENT,38592.28,ONLINE
TXN00002673,ACC00005225,2023-05-30 10:43:31,PAYMENT,16013.78,POS
TXN00002674,ACC00001686,2023-10-06 10:26:23,DEPOSIT,3120.47,POS
TXN00002675,ACC00008970,2023-10-10 09:05:10,WITHDRAWAL,79723.90,MOBILE
TXN00002676,ACC00001302,2023-02-26 08:38:56,WITHDRAWAL,7139.41,POS
TXN00002677,ACC00008571,2023-07-10 14:13:37,DEPOSIT,2984.13,ATM
TXN00002678,ACC00001965,2023-11-20 03:43:13,DEPOSIT,31739.21,POS
TXN00002679,ACC00009510,2023-07-17 02:34:10,TRANSFER,74437.76,POS
TXN00002680,ACC00004670,2023-05-28 22:37:57,DEPOSIT,13104.19,MOBILE
TXN00002681,ACC00003822,2023-10-28 22:47:51,TRANSFER,60100.19,ATM
TXN00002682,ACC00003511,2023-11-20 21:48:46,WITHDRAWAL,64246.33,ATM
TXN00002683,ACC00007183,2023-08-03 16:27:09,PAYMENT,82159.21,BRANCH
TXN00002684,ACC00001179,2023-11-26 20:00:42,WITHDRAWAL,46310.03,BRANCH
TXN00002685,ACC00003587,2023-02-13 03:06:32,TRANSFER,59200.19,ONLINE
TXN00002686,ACC00003245,2023-08-17 01:03:41,PAYMENT,8545.72,MOBILE
TXN00002687,ACC00001639,2023-07-12 16:47:23,DEPOSIT,82115.34,ONLINE
TXN00002688,ACC00000740,2023-11-24 18:49:00,WITHDRAWAL,95291.87,BRANCH
TXN00002689,ACC00007968,2023-04-22 15:58:32,TRANSFER,45461.68,MOBILE
TXN00002690,ACC00001234,2023-08-14 04:00:47,TRANSFER,36302.50,BRANCH
TXN00002691,ACC00005385,2023-07-01 15:15:32,TRANSFER,81552.76,MOBILE
TXN00002692,ACC00005336,2023-01-11 04:08:56,TRANSFER,67813.18,ONLINE
TXN00002693,ACC00009067,2023-07-25 22:15:51,TRANSFER,98663.01,ONLINE
